Binomial,Intro,Est,Spread,NoLocs,LG,BM,GT,WA,NBM,LS,LY,AFB,RL,OV
Axis_porcinus,1,1,0,7,22.9,37448.29,220.13,182.6208,2483.33,1,1,304.368,8054.132,0.045318353
Babyrousa_babyrussa,0,NA,NA,NA,24,92950.09,156.5,212.91,715,1.73,1.5,547.8624,8212.1376,0.029630937
Baiomys_musculus,0,NA,NA,NA,NA,8.99,NA,NA,1.66,2.62,NA,NA,NA,NA
Baiomys_taylori,0,NA,NA,NA,3.583333333,7.43,21.99,20.38,1.15,2.52,10,81.5,1226.416667,0.0297615
Balaena_mysticetus,0,NA,NA,NA,211,79691178.99,379.9,352,NA,1,0.41,6387.5,70627.5,0.012604777
Balaenoptera_acutorostrata,0,NA,NA,NA,50,5587093.59,304.16,182.5,NA,1,1,3003.0375,15246.9625,0.023939194
Balaenoptera_borealis,0,NA,NA,NA,74,22106251.95,334.58,203.46,649999.99,1.02,0.41,2346.645833,24663.35417,0.036095816
Balaenoptera_edeni,0,NA,NA,NA,72,19999999.97,383.46,273.75,NA,0.97,0.5,3201.354167,23078.64583,0.031630972
Balaenoptera_musculus,0,NA,NA,NA,110,154321304.5,326.97,211.71,2738612.79,1,0.45,2200.341667,37949.65833,0.021373344
Balaenoptera_physalus,0,NA,NA,NA,116,47506008.23,338.36,196.58,1899999.99,1.01,0.37,2728.375,39611.625,0.024903964
Balantiopteryx_io,0,NA,NA,NA,NA,3.97,NA,NA,0.59,1,NA,NA,NA,NA
Balantiopteryx_plicata,0,NA,NA,NA,NA,6.57,138.81,58.59,2,0.99,1,365,NA,NA
Balionycteris_maculata,0,NA,NA,NA,NA,14.43,NA,NA,NA,1,NA,NA,NA,NA
Bandicota_bengalensis,0,NA,NA,NA,NA,226.99,18.89,30.03,4.85,7.29,5.9,91.25,NA,NA
Bandicota_indica,0,NA,NA,NA,NA,583.09,20.26,27.3,9.77,6.12,5.1228,272.5,NA,NA
Bandicota_savilei,0,NA,NA,NA,NA,260.63,NA,NA,NA,NA,NA,NA,NA,NA
Barbastella_barbastellus,0,NA,NA,NA,23,8.31,NA,NA,NA,1.73,1,NA,NA,NA
Barbastella_leucomelas,0,NA,NA,NA,NA,15.05,NA,NA,NA,NA,NA,NA,NA,NA
Bassaricyon_alleni,0,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bassaricyon_beddardi,0,NA,NA,NA,NA,1235.01,NA,NA,NA,NA,NA,NA,NA,NA
Bassaricyon_gabbii,0,NA,NA,NA,25,1250,76.65,89.49,54.99,1,NA,649.3958333,8475.604167,NA
Bassaricyon_lasius,0,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
Bassaricyon_pauli,0,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,NA,NA,NA
Bassariscus_astutus,0,NA,NA,NA,19,1010.37,54.23,53.84,27.74,3,1,365,6570,0.055555556
Bassariscus_sumichrasti,0,NA,NA,NA,24,906,65.39583333,119.32,NA,2,NA,NA,NA,NA
Bathyergus_janetta,0,NA,NA,NA,NA,388.69,NA,27.79,15.39,3.49,1.75,NA,NA,NA
Bathyergus_suillus,0,NA,NA,NA,NA,777.38,68.41,20.84,33.99,2.89,1.5,NA,NA,NA
Batomys_granti,0,NA,NA,NA,NA,169.53,NA,NA,NA,NA,NA,NA,NA,NA
Batomys_salomonseni,0,NA,NA,NA,NA,185.76,NA,NA,NA,NA,NA,NA,NA,NA
Bauerus_dubiaquercus,0,NA,NA,NA,NA,22.22,NA,NA,NA,1.71,NA,NA,NA,NA
Bdeogale_crassicauda,0,NA,NA,NA,NA,1722.13,NA,NA,NA,0.96,NA,NA,NA,NA
Bdeogale_jacksoni,0,NA,NA,NA,NA,2500,NA,NA,NA,NA,NA,NA,NA,NA
Bdeogale_nigripes,0,NA,NA,NA,15.83333333,2623.01,NA,NA,NA,1,NA,NA,NA,NA
Beamys_hindei,0,NA,NA,NA,NA,75.8,22.79,38.49,3.2,3.49,5,208.3541667,NA,NA
Beamys_major,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
Beatragus_hunteri,0,NA,NA,NA,15.17,79132.17,252.28,NA,8350,1,NA,NA,NA,NA
Berardius_arnuxii,0,NA,NA,NA,NA,7000000.02,304.16,NA,NA,NA,NA,NA,NA,NA
Berardius_bairdii,0,NA,NA,NA,84,11380000.04,396.58,NA,NA,0.98,0.33,3780.4875,26879.5125,0.041148834
Berylmys_bowersi,0,NA,NA,NA,2.9,358.68,NA,NA,NA,3.88,NA,NA,NA,NA
Bettongia_gaimardi,1,1,NA,1,11.8,1667.55,21.14,121.32,0.3,1,3.25,272,4035,0.027833381
Bettongia_lesueur,1,1,0,1,10,1447.27,21.28,164.53,0.31,1,3,206.45,3443.55,0.035331756
Bettongia_penicillata,1,1,NA,1,18.8,1184.35,20.35,150,0.28,1,3,288.95,6573.05,0.018509926
Bettongia_tropica,0,NA,NA,NA,7,1256.58,19.44,149.57,NA,1,NA,NA,NA,NA
Bibimys_chacoensis,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
Bibimys_torresi,0,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA
Bison_bison,1,0,NA,1,33.5,624577.07,283.17,287.32,20000,0.98,1,1095,11132.5,0.032786885
Bison_bonasus,0,NA,NA,NA,27,675876.7,265.99,287.32,23358.61,1,1,1068.38,8786.62,0.041540433
Blanfordimys_afghanus,0,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA
Blarina_brevicauda,0,NA,NA,NA,2.75,18.56,20.58,21.91,0.89,5.39,3,64,939.75,0.129467057
Blarina_carolinensis,0,NA,NA,NA,NA,11.91,NA,NA,NA,3.95,NA,NA,NA,NA
Blarina_hylophaga,0,NA,NA,NA,2.8,14.49,22.8125,30.41666667,NA,6.5,1.5,NA,NA,NA
Blarinella_quadraticauda,0,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA
Blarinomys_breviceps,0,NA,NA,NA,NA,36.79,NA,NA,NA,1.21,NA,NA,NA,NA
Blastocerus_dichotomus,0,NA,NA,NA,NA,112518.53,272.37,NA,4199.99,0.98,1,NA,NA,NA
Bos_frontalis,0,NA,NA,NA,26.2,800143.05,273.75,186.67,22977.05,1.22,1,735.353088,8827.646912,0.041347372
Bos_grunniens,0,NA,NA,NA,26.3,500000,273.75,243.33,NA,1,1,738.2125,8861.2875,0.041190403
Bos_javanicus,1,1,0,3,27.1,635974.34,296.78,287.74,17000,1.22,1,912.5,8979,0.040650407
Bos_sauveli,0,NA,NA,NA,NA,791321.76,NA,NA,NA,NA,NA,NA,NA,NA
Bos_taurus,1,1,1,50,20,618642.42,280.48,NA,28366.67,1,1,NA,NA,NA
Boselaphus_tragocamelus,1,1,NA,2,21.7,182253.04,248.49,NA,5875,1.39,1.13,912.5,7008,0.046091445
Brachylagus_idahoensis,0,NA,NA,NA,NA,431.19,38.99,NA,NA,5.81,2,256.1083333,NA,NA
Brachyphylla_cavernarum,0,NA,NA,NA,NA,45.5,NA,73.44,NA,1,1.5,NA,NA,NA
Brachyphylla_nana,0,NA,NA,NA,NA,37.25,NA,NA,13.34,0.98,NA,NA,NA,NA
Brachytarsomys_albicauda,0,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA
Brachytarsomys_villosa,0,NA,NA,NA,NA,219.99,NA,NA,NA,NA,NA,NA,NA,NA
Brachyteles_arachnoides,0,NA,NA,NA,40,10537.31,221.75,734.82,NA,1.02,0.34,2737.5,11862.5,0.090497738
Brachyuromys_betsileoensis,0,NA,NA,NA,NA,93.58,NA,NA,NA,NA,NA,NA,NA,NA
Brachyuromys_ramirohitra,0,NA,NA,NA,NA,92.31,NA,NA,NA,NA,NA,NA,NA,NA
Bradypus_torquatus,0,NA,NA,NA,12,4468.42,150,28.28,NA,1,NA,NA,NA,NA
Bradypus_tridactylus,0,NA,NA,NA,40,4375.8,126.96,68.2,178.66,1,1,107.3708333,14492.62917,0.025185216
Bradypus_variegatus,0,NA,NA,NA,NA,4136.36,170.84,39.28,271.81,1,1,1138.191667,NA,NA
Brucepattersonius_iheringi,0,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA
Bubalus_bubalis,1,1,1,19,34.9,929500.97,320,240.31,37500,1.5,1,605.083584,12133.41642,0.030082212
Bubalus_depressicornis,0,NA,NA,NA,36.1,256989.27,295.78,NA,NA,1,1,NA,NA,NA
Bubalus_mindorensis,0,NA,NA,NA,28,254389.74,306.06,NA,NA,1,1,NA,NA,NA
Bubalus_quarlesi,0,NA,NA,NA,29.2,181718.86,294.99,NA,NA,1,1,NA,NA,NA
Budorcas_taxicolor,0,NA,NA,NA,21.9,294515.33,235.6,118.55,NA,1.22,1,912.5,7081,0.051546392
Bullimus_bagobus,0,NA,NA,NA,NA,395.38,NA,NA,NA,NA,NA,NA,NA,NA
Bunolagus_monticularis,0,NA,NA,NA,NA,1750.01,NA,NA,42.42,1.22,NA,NA,NA,NA
Bunomys_chrysocomus,0,NA,NA,NA,NA,111.29,NA,NA,NA,NA,NA,NA,NA,NA
Bunomys_fratrorum,0,NA,NA,NA,NA,130.31,NA,NA,NA,NA,NA,NA,NA,NA
Bunopithecus_hoolock,0,NA,NA,NA,41,6699,232.5,635.13,NA,1.01,NA,2555,12410,NA
Burramys_parvus,0,NA,NA,NA,12,44.27,14.74,59.82,NA,3.6,1,365,4015,0.090909091
Cabassous_centralis,0,NA,NA,NA,NA,3669.69,NA,NA,NA,1,NA,NA,NA,NA
Cabassous_chacoensis,0,NA,NA,NA,NA,1490.01,NA,NA,NA,NA,NA,NA,NA,NA
Cabassous_tatouay,0,NA,NA,NA,NA,5349.95,NA,NA,NA,NA,NA,NA,NA,NA
Cabassous_unicinctus,0,NA,NA,NA,NA,3987.97,NA,NA,100,1,NA,NA,NA,NA
Cacajao_calvus,0,NA,NA,NA,35.8,3421.04,180,339.29,NA,1.01,0.5,1306.7,11760.3,0.062073246
Cacajao_melanocephalus,0,NA,NA,NA,18,3121.58,NA,NA,NA,NA,NA,NA,NA,NA
Caenolestes_caniventer,0,NA,NA,NA,NA,40,NA,NA,NA,2,NA,NA,NA,NA
Caenolestes_convelatus,0,NA,NA,NA,NA,31.56,NA,NA,NA,NA,NA,NA,NA,NA
Caenolestes_fuliginosus,0,NA,NA,NA,NA,28.64,NA,NA,NA,3.62,NA,NA,NA,NA
Calcochloris_obtusirostris,0,NA,NA,NA,NA,24.05,NA,NA,NA,2,NA,NA,NA,NA
Callicebus_brunneus,0,NA,NA,NA,NA,850.84,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_caligatus,0,NA,NA,NA,NA,992.4,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_cinerascens,0,NA,NA,NA,NA,992.4,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_cupreus,0,NA,NA,NA,26.4,1117.02,129.25,201.85,73.6,1.01,0.93,NA,NA,NA
Callicebus_donacophilus,0,NA,NA,NA,25,897.67,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_dubius,0,NA,NA,NA,NA,992.4,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_hoffmannsi,0,NA,NA,NA,NA,1067.61,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_modestus,0,NA,NA,NA,NA,992.4,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_moloch,0,NA,NA,NA,26.2,958.13,164,58.85,74.4,1.01,1,1095,8468,0.043103448
Callicebus_oenanthe,0,NA,NA,NA,NA,992.4,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_olallae,0,NA,NA,NA,NA,992.4,NA,NA,NA,1.02,NA,NA,NA,NA
Callicebus_personatus,0,NA,NA,NA,NA,1390.8,NA,NA,NA,1.01,NA,NA,NA,NA
Callicebus_torquatus,0,NA,NA,NA,NA,1209.57,NA,121.66,NA,1.01,NA,1484.333333,NA,NA
Callimico_goeldii,0,NA,NA,NA,22.2,558,153.99,66.53,50.5,1.05,1.17,491.83,7611.17,0.040987892
Callistomys_pictus,0,NA,NA,NA,NA,518.99,NA,NA,NA,NA,NA,NA,NA,NA
Callithrix_argentata,0,NA,NA,NA,16.8,382.92,NA,NA,35.8,1.84,NA,609.55,5522.45,NA
Callithrix_aurita,0,NA,NA,NA,NA,386.2,140,NA,NA,2,NA,NA,NA,NA
Callithrix_emiliae,0,NA,NA,NA,NA,309.58,NA,NA,NA,NA,NA,NA,NA,NA
Callithrix_flaviceps,0,NA,NA,NA,NA,372.97,140,NA,NA,2,NA,NA,NA,NA
Callithrix_geoffroyi,1,NA,NA,2,17.6,342,145,NA,35.3,2,NA,NA,NA,NA
Callithrix_humeralifera,0,NA,NA,NA,15,374.99,NA,99.01,34.5,NA,NA,NA,NA,NA
Callithrix_intermedia,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Callithrix_jacchus,1,1,0,1,22.8,290.21,144,60.24,27.74,2.31,2,555.1,7766.9,0.023497148
Callithrix_kuhlii,0,NA,NA,NA,20,374.99,NA,NA,NA,NA,NA,NA,NA,NA
Callithrix_penicillata,1,NA,NA,2,15.4,339.98,NA,NA,NA,2,NA,NA,NA,NA
Callithrix_pygmaea,0,NA,NA,NA,18.6,123.94,134.44,90.73,14.5,1.93,NA,840.41,5948.59,NA
Callorhinus_ursinus,1,0,NA,2,30,55464.82,358.49,108.69,5354.8,1.04,0.5,1488.35952,9461.64048,0.07715364
Callosciurus_adamsi,0,NA,NA,NA,NA,208.72,NA,NA,NA,1.94,NA,NA,NA,NA
Callosciurus_baluensis,0,NA,NA,NA,NA,323.91,NA,NA,NA,3,NA,NA,NA,NA
Callosciurus_caniceps,0,NA,NA,NA,13.7,264.91,NA,NA,NA,2.19,NA,NA,NA,NA
Callosciurus_finlaysonii,1,1,0,1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callosciurus_melanogaster,0,NA,NA,NA,NA,296,NA,NA,NA,NA,NA,NA,NA,NA
Callosciurus_nigrovittatus,0,NA,NA,NA,NA,208.3,NA,NA,NA,2.36,NA,NA,NA,NA
Callosciurus_notatus,0,NA,NA,NA,14.8,209.49,NA,NA,NA,2.62,NA,NA,NA,NA
Callosciurus_orestes,0,NA,NA,NA,NA,323.91,NA,NA,NA,3,NA,NA,NA,NA
Callosciurus_prevostii,0,NA,NA,NA,21.1,400,46.08,NA,16.34,1.29,NA,NA,NA,NA
Calomys_boliviae,0,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
Calomys_callidus,0,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
Calomys_callosus,0,NA,NA,NA,NA,44.95,21.8,18.33,2.4,4.91,3,42,NA,NA
Calomys_expulsus,0,NA,NA,NA,NA,39.86,NA,NA,NA,NA,NA,NA,NA,NA
Calomys_hummelincki,0,NA,NA,NA,NA,27,25.24583333,NA,NA,5,NA,NA,NA,NA
Calomys_laucha,0,NA,NA,NA,NA,14,25,NA,NA,5.3,NA,NA,NA,NA
Calomys_lepidus,0,NA,NA,NA,NA,20.59,NA,NA,2,4.29,NA,NA,NA,NA
Calomys_musculinus,0,NA,NA,NA,NA,20.2,20.97,NA,NA,6.27,NA,73.30416667,NA,NA
Calomys_sorellus,0,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA
Calomys_tener,0,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA
Calomys_venustus,0,NA,NA,NA,NA,49.33,NA,NA,NA,NA,NA,NA,NA,NA
Calomyscus_bailwardi,0,NA,NA,NA,9.4,21.38,NA,NA,NA,4,1,NA,NA,NA
Calomyscus_mystax,0,NA,NA,NA,NA,20.4,NA,NA,NA,4.99,2,NA,NA,NA
Caluromys_derbianus,0,NA,NA,NA,8.7,326.72,NA,NA,NA,3.14,NA,NA,NA,NA
Caluromys_lanatus,0,NA,NA,NA,5,350.33,NA,NA,NA,NA,NA,NA,NA,NA
Caluromys_philander,0,NA,NA,NA,8.9,246.47,23.99,119.65,0.2,4.18,2,334.58,2913.92,0.062630409
Caluromysiops_irrupta,0,NA,NA,NA,7.833333333,257.48,NA,NA,NA,2,NA,NA,NA,NA
Calyptophractus_retusus,0,NA,NA,NA,12,129.99,NA,NA,NA,NA,NA,NA,NA,NA
Camelus_bactrianus,1,1,1,21,40,554515.91,397.99,368.13,34346.64,1.39,1,1460,13140,0.027777778
Camelus_dromedarius,0,NA,NA,NA,40,492714.47,386.51,389.38,36751.19,0.98,1,1651.62,12948.38,0.028188855
Canis_adustus,0,NA,NA,NA,13.7,10392.49,65,52.89,NA,4.5,2,233.2958333,4767.204167,0.038282396
Canis_aureus,1,NA,NA,1,18.8,9658.7,61.24,61.3,211.82,3.74,1,318.368928,6543.631072,0.055779428
Canis_latrans,1,NA,NA,1,21.8,11989.1,61.74,43.71,200.01,5.72,1,365,7592,0.048076923
Canis_lupus,0,NA,NA,NA,29.5,31756.51,63.5,44.82,412.31,4.98,2,547.5,10220,0.017857143
Canis_mesomelas,0,NA,NA,NA,16.7,8247.3,62.5,34.1,177.2,3.89,1,328.5,5767,0.063291139
Canis_simensis,0,NA,NA,NA,NA,14361.86,63.61,69.6,NA,4,NA,730,NA,NA
Cannomys_badius,0,NA,NA,NA,4.8,472.07,41.49,50.1,NA,2,NA,NA,NA,NA
Caperea_marginata,0,NA,NA,NA,NA,3200000,304.1666667,167.2916667,NA,0.98,NA,NA,NA,NA
Capra_caucasica,1,NA,NA,1,22,58149.52,155,NA,3850,1.09,NA,NA,NA,NA
Capra_falconeri,0,NA,NA,NA,19.1,54303.37,167.98,167.29,NA,1.73,NA,730,6241.5,NA
Capra_hircus,1,1,1,290,20.8,47386.47,156,158.04,2136.11,1.45,1,669.16,6922.84,0.052724027
Capra_ibex,1,NA,NA,2,22.3,69546.83,167.5,111.75,2779.07,1.11,0.75,912.5,7227,0.067340067
Capra_nubiana,0,NA,NA,NA,22.4,47763.72,150,NA,NA,1,NA,NA,NA,NA
Capra_pyrenaica,0,NA,NA,NA,16,60898.77,150,NA,NA,1.5,NA,NA,NA,NA
Capra_sibirica,0,NA,NA,NA,22.3,130000,175,NA,3640,NA,NA,NA,NA,NA
Capra_walie,0,NA,NA,NA,NA,100144.02,157.5,NA,NA,1,NA,NA,NA,NA
Capreolus_capreolus,1,1,0,12,17.5,22502.01,196,79.75,1208.55,1.79,1,730,5657.5,0.064516129
Capreolus_pygargus,0,NA,NA,NA,NA,41371.03,290,136.1,1923.53,2,1,NA,NA,NA
Capricornis_crispus,0,NA,NA,NA,24,43030.64,213,59.27,3499.99,1,1,1277.5,7482.5,0.048780488
Capricornis_sumatraensis,0,NA,NA,NA,21,110942.22,231.37,166.34,4100,1.22,1,NA,NA,NA
Caprolagus_hispidus,0,NA,NA,NA,NA,2496.99,40,NA,NA,3.46,2.81,NA,NA,NA
Capromys_pilorides,0,NA,NA,NA,13.8,5200,125,41.99,199.49,2,NA,254.8916667,4782.108333,NA
Caracal_caracal,0,NA,NA,NA,20.3,11964.38,71.47,120.41,195.86,2.3,NA,456.25,6953.25,NA
Cardioderma_cor,0,NA,NA,NA,NA,26.45,92.54,55.8,NA,1,2,NA,NA,NA
Carollia_brevicauda,0,NA,NA,NA,NA,14.85,NA,NA,NA,0.98,NA,NA,NA,NA
Carollia_castanea,0,NA,NA,NA,NA,13.1,NA,NA,NA,0.99,NA,NA,NA,NA
Carollia_perspicillata,0,NA,NA,NA,17,19.23,114.6,35.63,4.89,1,2,410.62,5794.38,0.031496036
Carollia_subrufa,0,NA,NA,NA,NA,15.84,NA,NA,NA,0.98,2,NA,NA,NA
Carpitalpa_arendsi,0,NA,NA,NA,NA,52.34,NA,NA,NA,NA,NA,NA,NA,NA
Carterodon_sulcidens,0,NA,NA,NA,NA,113.8,NA,NA,NA,NA,NA,NA,NA,NA
Caryomys_inez,0,NA,NA,NA,NA,NA,NA,NA,NA,1.94,NA,NA,NA,NA
Casinycteris_argynnis,0,NA,NA,NA,NA,28.28,NA,NA,4.29,0.98,NA,NA,NA,NA
Castor_canadensis,1,1,1,17,23.4,18124.41,111.59,46.5,415.17,3.6,1,657.43488,7883.56512,0.04629885
Castor_fiber,0,NA,NA,NA,35,19000,106.42,60.18,550.27,2.95,1,912.5,11862.5,0.030769231
Catagonus_wagneri,0,NA,NA,NA,9,35566.4,152.08,60.37,600.2,2.47,NA,730,2555,NA
Catopuma_badia,0,NA,NA,NA,NA,3429.52,NA,NA,NA,NA,NA,NA,NA,NA
Catopuma_temminckii,0,NA,NA,NA,23,7726.46,99.07,NA,165.83,1.5,NA,638.75,7756.25,NA
Cavia_aperea,0,NA,NA,NA,6,524.38,61.7,20.86,58.38,2.14,5,74.21666667,2115.783333,0.034502588
Cavia_fulgida,0,NA,NA,NA,NA,282.5,NA,20.88,NA,1.34,5,NA,NA,NA
Cavia_magna,0,NA,NA,NA,NA,459.99,NA,20.88,NA,NA,5,NA,NA,NA
Cavia_porcellus,1,1,NA,5,14.8,727.99,66.99,16.68,79.91,3.45,5,68.4828,5333.5172,0.013687028
Cavia_tschudii,0,NA,NA,NA,6.3,1000,62.99,20.88,NA,1.9,5,61.74583333,2237.754167,0.032621993
Cebus_albifrons,1,1,0,2,44,2509.68,158.29,270.32,231.92,1.01,0.67,1467.3,14592.7,0.037332099
Cebus_apella,0,NA,NA,NA,46,2758.38,154.99,263.12,231.38,1.05,0.55,2058.6,14731.4,0.045049104
Cebus_capucinus,0,NA,NA,NA,55,3005.99,161.06,514.07,238.36,1.01,0.46,1460,18615,0.042625746
Cebus_nigritus,0,NA,NA,NA,44,NA,NA,NA,NA,1,NA,NA,NA,NA
Cebus_olivaceus,0,NA,NA,NA,47,2787.64,NA,725.86,NA,1.01,NA,2190,14965,NA
Centronycteris_maximiliani,0,NA,NA,NA,NA,23,NA,NA,NA,0.98,NA,NA,NA,NA
Centurio_senex,0,NA,NA,NA,NA,23.09,NA,NA,NA,0.99,NA,NA,NA,NA
Cephalophus_adersi,0,NA,NA,NA,4.08,9249.95,120,NA,NA,1,NA,NA,NA,NA
Cephalophus_callipygus,0,NA,NA,NA,NA,19079.23,NA,NA,2800,NA,NA,NA,NA,NA
Cephalophus_dorsalis,0,NA,NA,NA,17.5,20000,238,NA,1611.37,1,NA,760.41,5627.09,NA
Cephalophus_jentinki,0,NA,NA,NA,21,68489.54,NA,NA,4581.46,1,NA,NA,NA,NA
Cephalophus_leucogaster,0,NA,NA,NA,5.33,13208.69,NA,NA,NA,1,NA,NA,NA,NA
Cephalophus_natalensis,0,NA,NA,NA,15.2,12724.51,212.97,NA,954.89,1,NA,NA,NA,NA
Cephalophus_niger,0,NA,NA,NA,14.8,19094.32,126,89.49,1940,1,NA,NA,NA,NA
Cephalophus_nigrifrons,0,NA,NA,NA,19.7,14676.33,NA,NA,NA,NA,NA,NA,NA,NA
Cephalophus_ogilbyi,0,NA,NA,NA,NA,18386.42,121.66,NA,NA,1,NA,NA,NA,NA
Cephalophus_rufilatus,0,NA,NA,NA,15.2,12114.57,233.99,85.59,975.1,1,NA,794.63,4753.37,NA
Cephalophus_silvicultor,0,NA,NA,NA,22.5,62006.6,234.43,34.9,4400.72,1,1,NA,NA,NA
Cephalophus_spadix,0,NA,NA,NA,5.42,56857.02,NA,NA,NA,NA,NA,NA,NA,NA
Cephalophus_weynsi,0,NA,NA,NA,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephalophus_zebra,0,NA,NA,NA,12.17,15654.75,223.89,13.64,1704.99,1,NA,NA,NA,NA
Cephalorhynchus_commersonii,0,NA,NA,NA,18,72400,365,NA,5834.74,0.98,NA,2372.5,4197.5,NA
Cephalorhynchus_eutropia,0,NA,NA,NA,NA,45000,NA,NA,NA,0.97,NA,NA,NA,NA
Cephalorhynchus_heavisidii,0,NA,NA,NA,NA,39999.99,NA,NA,9174.84,0.97,NA,NA,NA,NA
Cephalorhynchus_hectori,0,NA,NA,NA,20,49999.99,NA,355.65,NA,1,0.42,2920,4380,0.198412698
Ceratotherium_simum,0,NA,NA,NA,50,2285939.43,534.19,365,48500,1,0.42,2463.75,15786.25,0.055050922
Cercartetus_caudatus,0,NA,NA,NA,3.2,23.05,NA,76.04,NA,2.37,2,465,703,0.259601707
Cercartetus_concinnus,0,NA,NA,NA,NA,15.96,52.14,49.99,0.01,4.6,1,410.62,NA,NA
Cercartetus_lepidus,0,NA,NA,NA,NA,8.03,NA,89.99,NA,3.33,NA,NA,NA,NA
Cercartetus_nanus,0,NA,NA,NA,10.3,26.85,NA,62.5,0.01,3.96,2,152.08,3607.42,0.050590172
Cercocebus_agilis,0,NA,NA,NA,31,7105.62,NA,NA,NA,NA,NA,NA,NA,NA
Cercocebus_atys,0,NA,NA,NA,26.8,6941.24,165.08,NA,527.17,1.01,NA,NA,NA,NA
Cercocebus_galeritus,0,NA,NA,NA,21,7077.66,174.43,365,NA,1.01,NA,2372.5,5292.5,NA
Cercocebus_torquatus,0,NA,NA,NA,46,7293.07,168.98,NA,NA,1.01,NA,1704.55,15085.45,NA
Cercopithecus_albogularis,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_ascanius,0,NA,NA,NA,31.2,3540.24,148.5,146.54,371,1.01,NA,1825,9563,NA
Cercopithecus_campbelli,0,NA,NA,NA,33,3627.73,180.8,362.93,NA,1.02,NA,NA,NA,NA
Cercopithecus_cephus,0,NA,NA,NA,36,3444.88,169.51,362.93,337.19,1.01,NA,1825,11315,NA
Cercopithecus_denti,0,NA,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_diana,0,NA,NA,NA,37.3,4358.91,NA,362.93,466.9,1.01,1,1961.87,11652.63,0.031323401
Cercopithecus_dryas,0,NA,NA,NA,NA,2784.06,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_erythrogaster,0,NA,NA,NA,24,3444.88,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_erythrotis,0,NA,NA,NA,NA,3254.98,NA,486.6666667,NA,1.02,NA,NA,NA,NA
Cercopithecus_hamlyni,0,NA,NA,NA,28.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercopithecus_lhoesti,0,NA,NA,NA,24.1,5307.47,NA,NA,NA,1,NA,NA,NA,NA
Cercopithecus_mitis,0,NA,NA,NA,37.8,5041.29,138.39,688.08,402,1,0.5,2087.8,11709.2,0.06234414
Cercopithecus_mona,1,1,NA,1,30,3980.17,182.6208,365,280.49,1,NA,NA,NA,NA
Cercopithecus_neglectus,0,NA,NA,NA,30.8,5324.52,172.07,417.62,259.95,1.02,1,1704.55,9537.45,0.038270188
Cercopithecus_nictitans,0,NA,NA,NA,31,5256.91,169.51,NA,403.83,1,NA,NA,NA,NA
Cercopithecus_petaurista,0,NA,NA,NA,29,3233.67,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_pogonias,0,NA,NA,NA,27,3578.27,169.51,NA,337.19,1.01,NA,1825,8030,NA
Cercopithecus_preussi,0,NA,NA,NA,26,5132.57,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_sclateri,0,NA,NA,NA,NA,3067.29,NA,NA,NA,1.02,NA,NA,NA,NA
Cercopithecus_solatus,0,NA,NA,NA,NA,5256.91,NA,NA,NA,1.01,0.67,1733.75,NA,NA
Cercopithecus_wolfi,0,NA,NA,NA,24,3255.18,NA,NA,435,1.02,NA,NA,NA,NA
Cerdocyon_thous,0,NA,NA,NA,12.7,5741.66,57.18,72.33,140,3.09,1.9,275.8791667,4359.620833,0.044064672
